,log2FoldChange,padj,baseMean,name
ENSG00000065911,4.836803611,9.40E-63,4818.027083,
ENSG00000151725,4.834919864,6.07E-27,914.4935474,
ENSG00000198826,4.834294335,1.07E-50,1858.239603,
ENSG00000107789,4.830911509,1.74E-21,429.3646542,
ENSG00000264207,4.82449629,6.25E-07,19.89926473,
ENSG00000181798,4.824430333,6.33E-05,12.84394143,
ENSG00000099337,4.821139577,1.18E-40,949.3935814,
ENSG00000095002,4.81851088,3.26E-38,839.5500791,
ENSG00000235376,4.818327945,0.00031922,5.854007398,
ENSG00000123219,4.813652589,7.17E-22,353.3941019,
ENSG00000245248,4.812402841,0.002457826,1.95100038,
ENSG00000137124,4.812282299,2.04E-17,281.8786446,
ENSG00000146918,4.810822875,3.75E-36,1405.140789,
ENSG00000179431,4.809545637,0.002242393,2.269993166,
ENSG00000211877,4.807923092,6.99E-06,7.608188836,
ENSG00000204801,4.807750424,0.000146618,8.269897733,
ENSG00000211642,4.807566142,3.68E-17,7546.120491,
ENSG00000140092,4.805563062,0.00013061,6.334070354,
ENSG00000153253,4.805459212,8.07E-07,1557.439041,
ENSG00000156535,4.805369523,1.35E-07,13.36975455,
ENSG00000234819,4.803249956,NA,26.18771487,
ENSG00000128578,4.801229138,1.03E-12,114.3402497,
ENSG00000236008,4.798097159,0.000203153,6.504845466,
ENSG00000235590,4.794123861,0.001011672,3.288346512,
ENSG00000133454,4.791375131,1.14E-05,14.5505318,
ENSG00000031691,4.78989962,9.31E-28,321.052992,
ENSG00000163827,4.788057467,2.98E-10,36.78799177,
ENSG00000236090,4.781906572,3.86E-08,13.19655834,
ENSG00000160712,4.778361701,1.53E-20,2308.650634,
ENSG00000236914,4.774773838,0.001792689,2.421443504,
ENSG00000272763,4.774097487,0.000770963,3.762743671,
ENSG00000270346,4.77069856,3.40E-17,145.668607,
ENSG00000117461,4.768982621,3.20E-23,184.1009929,
ENSG00000184232,4.768574621,3.41E-23,393.4873502,
ENSG00000198417,4.768472893,3.91E-25,141.0134304,
ENSG00000175262,4.767915027,9.43E-09,63.33494503,
ENSG00000173930,4.767384777,8.23E-11,22.15636066,
ENSG00000270933,4.763644368,8.46E-07,67.03014504,
ENSG00000135373,4.760643733,0.001792689,2.509170082,
ENSG00000227765,4.76052252,0.000115016,13.01517608,
ENSG00000129282,4.757072915,3.36E-25,143.2495952,
ENSG00000206535,4.755765686,2.49E-19,122.4555768,
ENSG00000103485,4.75569837,7.61E-12,692.2421637,
ENSG00000165490,4.754598658,8.19E-24,378.1514386,
ENSG00000131153,4.754225532,1.75E-24,1098.522497,
ENSG00000225485,4.753730424,4.12E-12,127.3688685,
ENSG00000088305,4.752389824,9.66E-15,97.83509875,
ENSG00000071282,4.746074807,5.88E-17,35.66934226,
ENSG00000187678,4.742935569,0.003108235,1.930561267,
ENSG00000119326,4.742628201,1.29E-38,804.350618,
ENSG00000105281,4.740390591,4.45E-22,4385.707854,
ENSG00000156463,4.739598178,0.004352726,1.706233414,
ENSG00000235173,4.738335518,1.86E-31,420.7233856,
ENSG00000173409,4.735249751,8.98E-49,343.030948,
ENSG00000017483,4.730552374,6.51E-50,2568.23791,
ENSG00000174500,4.727629931,3.81E-17,268.3095746,
ENSG00000197471,4.725643411,3.20E-16,1316.680128,
ENSG00000144681,4.723544108,0.00437674,1.600585574,
ENSG00000147536,4.718483489,1.93E-30,290.0856053,
ENSG00000137941,4.717304005,1.53E-11,30.46921985,
ENSG00000108370,4.716419096,7.54E-16,93.90365181,
ENSG00000166192,4.713620717,4.19E-07,18.35016917,
ENSG00000226695,4.712921067,6.01E-05,22.07878084,
ENSG00000233654,4.712754487,0.000501798,4.31794952,
ENSG00000163449,4.7123745,1.00E-08,22.70132883,
ENSG00000139263,4.712328077,2.44E-05,15.8382586,
ENSG00000116675,4.711496317,1.10E-15,162.3625648,
ENSG00000115425,4.710627646,4.74E-62,375.7781251,
ENSG00000081248,4.707459935,NA,2.554249229,
ENSG00000106070,4.703842795,4.24E-05,8.209178234,
ENSG00000165449,4.702927297,0.00101384,3.988465637,
ENSG00000248323,4.702002548,1.95E-05,7.775765491,
ENSG00000230567,4.701503043,5.46E-30,386.6779653,
ENSG00000162396,4.698892674,1.60E-21,144.1229634,
ENSG00000260549,4.697887446,0.002611089,2.469847898,
ENSG00000010292,4.697738589,1.75E-28,4061.153982,
ENSG00000166821,4.697168322,5.18E-15,51.12721235,
ENSG00000172269,4.697102972,4.10E-34,1458.773294,
ENSG00000121903,4.693846194,2.16E-21,91.57815097,
ENSG00000186369,4.693731415,0.000292321,133.1850001,
ENSG00000166452,4.692993077,1.52E-32,235.280153,
ENSG00000247400,4.690018058,2.11E-10,58.64007414,
ENSG00000161243,4.686561076,7.21E-08,19.1351589,
ENSG00000182459,4.682005998,0.000247413,6.289267317,
ENSG00000145284,4.680789844,0.000401101,6.824141852,
ENSG00000176049,4.67876978,4.92E-05,12.73063814,
ENSG00000224287,4.676406038,3.87E-15,77.79864338,
ENSG00000083444,4.672920411,2.40E-34,1152.54476,
ENSG00000170965,4.666248788,0.001267693,4.213564227,
ENSG00000214110,4.662549527,1.51E-25,598.19067,
ENSG00000124635,4.659133506,9.28E-20,214.6188428,
ENSG00000232387,4.657941325,0.000305026,6.254656847,
ENSG00000122966,4.648936455,2.43E-31,600.9247544,
ENSG00000170819,4.647503594,5.11E-11,78.14372294,
ENSG00000183929,4.642658693,0.004869185,2.637689578,
ENSG00000197061,4.642498537,0.000419644,9.341510944,
ENSG00000132170,4.639729568,5.63E-06,13.31863966,
ENSG00000234264,4.637288631,0.000471181,5.7812297,
ENSG00000204776,4.636879102,3.92E-05,47.82162924,
ENSG00000100290,4.636344032,1.11E-34,258.5943229,
ENSG00000227028,4.636187394,0.004222837,1.997251818,
ENSG00000129028,4.633298854,2.98E-06,9.687887695,
ENSG00000257987,4.633015062,0.000184224,5.150100846,
ENSG00000137203,4.632775638,0.002125171,2.681213283,
ENSG00000198951,4.629790547,3.47E-29,1435.312518,
ENSG00000134291,4.627575465,1.70E-32,1748.004683,
ENSG00000167900,4.626609115,1.70E-27,1938.633751,
ENSG00000117593,4.624612004,5.20E-37,939.1465619,
ENSG00000233922,4.621118583,8.55E-08,14.72066786,
ENSG00000123989,4.614536027,1.33E-12,2042.936451,
ENSG00000236972,4.613000745,5.33E-16,45.53025813,
ENSG00000139354,4.609014472,2.47E-11,36.33843102,
ENSG00000111669,4.608335429,2.28E-31,13160.48046,
ENSG00000100372,4.602957113,4.09E-77,781.4108215,
ENSG00000254331,4.599945204,0.001402692,3.061999617,
ENSG00000126778,4.593122189,0.000460923,4.789388634,
ENSG00000171160,4.590930271,1.47E-14,57.96528446,
ENSG00000125148,4.590733885,4.73E-27,384.7758823,
ENSG00000249881,4.590218835,0.002195446,2.869113817,
ENSG00000198384,4.589295327,0.001752974,3.70106029,
ENSG00000172476,4.587493204,0.001345372,3.10610951,
ENSG00000052795,4.585873134,4.12E-11,113.878503,
ENSG00000270975,4.584961866,0.00070328,4.423854048,
ENSG00000146376,4.583441723,2.65E-52,728.2535508,
ENSG00000140284,4.581849662,2.71E-09,34.77955352,
ENSG00000225380,4.579092449,5.46E-05,46.33414982,
ENSG00000136810,4.576790333,1.33E-18,5928.59125,
ENSG00000076382,4.57523338,8.50E-34,1424.448244,
ENSG00000257954,4.568681572,0.000350422,8.828010011,
ENSG00000187840,4.568602237,3.40E-39,673.6709413,
ENSG00000226415,4.565134888,1.71E-22,387.3347828,
ENSG00000177156,4.534089985,2.40E-34,2927.391129,
ENSG00000182732,4.532556628,4.09E-08,32.43250975,
ENSG00000235823,4.529475155,7.35E-28,168.4676422,
ENSG00000182557,4.526100681,2.32E-08,66.55877838,
ENSG00000092964,4.523707692,1.90E-19,789.5677791,
ENSG00000134769,4.521906683,0.006950719,1.373441317,
ENSG00000138621,4.519907324,2.79E-29,510.2059237,
ENSG00000140905,4.519675737,5.20E-13,234.0533662,
ENSG00000228672,4.515440121,1.04E-19,189.3711192,
ENSG00000248988,4.514913988,0.000282226,11.38552073,
ENSG00000131462,4.51124277,5.08E-29,1085.501182,
ENSG00000131981,4.509680199,4.87E-15,1707.688585,
ENSG00000241478,4.508908503,0.001188923,3.752588351,
ENSG00000134333,4.508894039,3.26E-26,24723.48446,
ENSG00000057657,4.508259643,9.61E-15,9840.655344,
ENSG00000128944,4.507743807,1.89E-36,563.9869267,
ENSG00000170955,4.507709282,0.001042917,4.076416562,
ENSG00000223749,4.507618541,0.000711924,6.080059018,
ENSG00000224837,4.504563864,1.19E-19,166.7558294,
ENSG00000182611,4.50073958,6.38E-07,22.58048524,
ENSG00000138758,4.500242486,2.64E-35,1442.762178,
ENSG00000178718,4.498862176,2.69E-18,151.6451531,
ENSG00000025423,4.497803367,1.31E-09,26.06734268,
ENSG00000103852,4.497754433,8.35E-13,67.48259788,
ENSG00000227992,4.495482082,0.000406222,10.02963146,
ENSG00000196331,4.490525874,2.03E-05,10.38149284,
ENSG00000046604,4.489352883,0.001282272,3.284549247,
ENSG00000163898,4.485427306,0.00345654,5.760481961,
ENSG00000234964,4.483505193,1.23E-29,848.8656829,
ENSG00000271992,4.483494753,1.30E-06,14.5461352,
ENSG00000164403,4.477638669,5.01E-12,40.15167839,
ENSG00000228013,4.477072479,0.000314309,10.40838461,
ENSG00000183150,4.47416996,9.75E-20,108.1867938,
ENSG00000259772,4.473520458,6.32E-15,736.6784453,
ENSG00000267201,4.471166575,0.001985911,3.370131067,
ENSG00000128039,4.466726725,8.59E-21,292.4934808,
ENSG00000166105,4.466250386,6.54E-07,10.53226349,
ENSG00000175832,4.462706466,4.78E-16,47.24092755,
ENSG00000198963,4.459342138,0.000421094,7.981880096,
ENSG00000133216,4.4589688,0.001729534,4.313425764,
ENSG00000234546,4.456335851,0.000179873,17.77931244,
ENSG00000234506,4.455500443,0.001336676,6.606601044,
ENSG00000137168,4.455475985,1.87E-36,1031.88582,
ENSG00000108176,4.452922746,0.000114772,9.762382251,
ENSG00000206053,4.452543584,8.90E-26,938.8043363,
ENSG00000225489,4.451664277,2.94E-13,112.1504768,
ENSG00000258153,4.451555076,0.002460361,2.682466655,
ENSG00000111639,4.445580084,1.58E-29,2378.689846,
ENSG00000162999,4.443722111,1.49E-06,15.02329637,
ENSG00000233834,4.443534988,1.37E-08,78.76491056,
ENSG00000196715,4.442625212,1.38E-36,1084.944159,
ENSG00000184584,4.441189462,1.66E-05,342.1106278,
ENSG00000178078,4.441092163,1.20E-16,56.10878072,
ENSG00000198756,4.440704214,3.39E-08,21.31680479,
ENSG00000159200,4.436272953,2.26E-21,245.6921241,
ENSG00000247796,4.427859684,1.98E-08,29.70625228,
ENSG00000225720,4.425687692,2.70E-08,15.22446847,
ENSG00000116990,4.425017283,0.002698517,3.744005253,
ENSG00000167797,4.417853668,6.67E-36,2104.294507,
ENSG00000253633,4.41707755,2.30E-08,35.8540449,
ENSG00000051180,4.416484844,8.13E-34,442.7645959,
ENSG00000138073,4.415605144,1.46E-35,3888.940175,
ENSG00000143457,4.411828259,8.47E-38,1676.348273,
ENSG00000132464,4.411108834,5.53E-18,612.2321871,
ENSG00000204780,4.409376076,0.000181552,28.02122458,
ENSG00000253395,4.408825344,0.000217922,16.57166573,
ENSG00000224725,4.406436812,0.001215589,4.361720098,
ENSG00000166352,4.406295944,0.004956157,2.130393929,
ENSG00000259540,4.403991577,0.000870287,7.630296229,
ENSG00000267751,4.401640116,2.74E-05,9.388799901,
ENSG00000107018,4.399899331,1.65E-05,10.67272256,
ENSG00000153132,4.399491452,1.62E-09,31.89856964,
ENSG00000091106,4.399121192,2.79E-10,29.95142323,
ENSG00000236824,4.392249514,0.001609738,4.391747705,
ENSG00000163462,4.39209752,3.26E-15,54.56446725,
ENSG00000272468,4.390452922,5.63E-05,18.81115974,
ENSG00000124785,4.389361946,1.33E-09,22.36358045,
ENSG00000164687,4.388696701,3.16E-32,1474.00115,
ENSG00000138030,4.388470698,5.47E-13,119.4868653,
ENSG00000204128,4.386136457,0.00932793,1.237044046,
ENSG00000215271,4.384934214,9.48E-34,361.3055205,
ENSG00000179294,4.384811149,1.44E-22,96.71564141,
ENSG00000272892,4.384368359,0.003637442,2.62238922,
ENSG00000137962,4.383263191,0.005058849,2.175801497,
ENSG00000148450,4.380886315,7.15E-34,198.0203796,
ENSG00000135446,4.374910001,1.38E-53,1283.183831,
ENSG00000197358,4.371718773,4.50E-24,101.9306617,
ENSG00000080986,4.368819689,4.94E-37,800.9164705,
ENSG00000160256,4.366937822,9.80E-27,255.0762078,
ENSG00000162073,4.366724134,5.47E-13,205.9252635,
ENSG00000258445,4.365155852,1.04E-05,12.5762236,
ENSG00000236137,4.36320042,4.10E-05,12.96401894,
ENSG00000181104,4.363157928,1.19E-19,390.7491469,
ENSG00000231233,4.362788391,0.001191137,8.758089937,
ENSG00000243629,4.362513938,0.000637194,8.396832384,
ENSG00000167085,4.362331697,3.14E-26,1527.122536,
ENSG00000166068,4.360353504,6.70E-14,64.11388029,
ENSG00000253920,4.354938461,8.74E-05,56.84472933,
ENSG00000214145,4.354236726,6.72E-08,19.83863671,
ENSG00000156127,4.351461628,1.05E-20,374.2645135,
ENSG00000070785,4.35057037,1.76E-43,640.6382234,
ENSG00000168268,4.349948425,9.87E-19,2701.460807,
ENSG00000186889,4.349116163,4.02E-05,10.51964391,
ENSG00000235131,4.349106955,0.0032341,2.971554453,
ENSG00000145220,4.348561178,1.09E-19,440.8593749,
ENSG00000267046,4.348321278,1.56E-06,38.62844329,
ENSG00000114737,4.347698952,1.47E-26,980.111929,
ENSG00000089472,4.34749808,0.004380071,2.459545571,
ENSG00000161513,4.347316312,1.67E-30,273.1534634,
ENSG00000168393,4.345360146,4.94E-27,819.1259969,
ENSG00000181903,4.341842898,0.000187083,33.69392606,
ENSG00000251303,4.340476313,0.005047599,2.1278771,
ENSG00000263280,4.33772809,0.008044483,1.532613108,
ENSG00000258884,4.330126168,0.001402692,3.358275999,
ENSG00000183207,4.327935995,1.32E-44,1500.829983,
ENSG00000104635,4.325741999,1.96E-37,1492.483086,
ENSG00000076248,4.323641474,1.27E-35,588.8580571,
ENSG00000146858,4.322392621,2.82E-11,68.33304902,
ENSG00000249655,4.321838505,0.003632061,2.632825318,
ENSG00000145087,4.321523496,0.000312199,13.13950468,
ENSG00000183137,4.320574361,6.12E-35,384.9004852,
ENSG00000159618,4.31801799,9.78E-24,1605.384642,
ENSG00000251927,4.31449543,3.62E-05,13.70293584,
ENSG00000267364,4.313270114,2.72E-07,15.8867478,
ENSG00000140538,4.312274132,0.00159197,6.572843386,
ENSG00000272524,4.310541995,0.00648558,1.84752874,
ENSG00000188095,4.308217143,0.001523322,4.631746228,
ENSG00000245526,4.307687972,0.0046523,4.691399055,
ENSG00000239213,4.302138642,1.57E-10,99.76050284,
ENSG00000044459,4.300730046,4.71E-09,47.39990816,
ENSG00000169213,4.299471905,0.000186142,45.08843032,
ENSG00000092470,4.298545199,6.76E-46,857.3166995,
ENSG00000251141,4.298099152,5.35E-05,8.161604751,
ENSG00000149635,4.294910955,0.0085925,1.680675263,
ENSG00000136868,4.294325624,2.74E-27,1245.008765,
ENSG00000141655,4.292279265,5.63E-12,27.0662072,
ENSG00000145050,4.290771618,1.64E-27,5794.82452,
ENSG00000145088,4.289761485,1.94E-20,3274.350567,
ENSG00000184489,4.289414595,6.95E-18,3475.313901,
ENSG00000187720,4.289101346,0.009413426,1.486195835,
ENSG00000065833,4.288254041,0.00046904,5.10673669,
ENSG00000115850,4.284985193,2.21E-07,12.52867142,
ENSG00000237819,4.283869974,0.011736717,1.186032947,
ENSG00000113657,4.282577657,0.006846952,1.922386744,
ENSG00000205045,4.27765496,5.24E-24,905.9894016,
ENSG00000156787,4.272207659,2.84E-56,260.3934277,
ENSG00000164105,4.271902479,1.18E-14,304.0771467,
ENSG00000125869,4.27135746,4.75E-12,46.90999565,
ENSG00000226650,4.270334062,0.003757668,4.011538574,
ENSG00000063438,4.270209843,2.47E-14,117.7786901,
ENSG00000118491,4.269652728,1.23E-05,17.15720297,
ENSG00000108439,4.268603497,1.75E-25,307.7312713,
ENSG00000097046,4.267300697,3.85E-20,432.0687229,
ENSG00000112238,4.265957526,0.009863983,1.400090325,
ENSG00000150667,4.263739906,0.000386094,4.555641434,
ENSG00000261712,4.262005136,0.000652654,10.31169823,
ENSG00000152782,4.260589642,1.26E-15,42.04830249,
ENSG00000205002,4.260105605,0.002508235,3.153474233,
ENSG00000145103,4.260091977,8.11E-18,171.1163515,
ENSG00000107821,4.258912941,0.000144435,9.420233395,
ENSG00000213225,4.248903532,1.72E-05,20.81364128,
ENSG00000245614,4.246986704,6.68E-07,14.00224562,
ENSG00000175772,4.245775894,0.006778166,2.567421846,
ENSG00000128228,4.240847865,2.96E-20,1982.978377,
ENSG00000197568,4.240212239,1.35E-14,115.4909197,
ENSG00000235374,4.231418254,0.001461289,4.639080778,
ENSG00000216915,4.230548322,0.004612933,2.388497236,
ENSG00000144893,4.230230967,8.71E-11,67.97644892,
ENSG00000244649,4.230045333,0.001507895,5.819161926,
ENSG00000236233,4.22853001,2.27E-05,11.23305247,
ENSG00000006625,4.226570435,4.92E-64,532.1069338,
ENSG00000152455,4.22653263,2.53E-34,388.9351867,
ENSG00000142892,4.223817462,3.12E-21,1393.338059,
ENSG00000183978,4.222634522,1.27E-38,580.558659,
ENSG00000271590,4.214317773,0.00031633,10.70940865,
ENSG00000262814,4.213526454,4.28E-20,84.82770201,
ENSG00000246082,4.211241698,2.51E-14,63.41352862,
ENSG00000134138,4.210240905,0.000165723,10.73597494,
ENSG00000185761,4.209531334,0.003946687,2.65558613,
ENSG00000108384,4.201799605,1.74E-38,523.198379,
ENSG00000175792,4.201259041,2.52E-56,1027.694825,
ENSG00000074800,4.200879772,4.40E-22,26065.04491,
ENSG00000241313,4.19918817,0.013858552,1.099278892,
ENSG00000116237,4.198298233,3.92E-15,1438.882925,
ENSG00000237686,4.194953494,0.001606991,3.329426791,
ENSG00000143344,4.192004914,2.34E-12,68.07651428,
ENSG00000182628,4.189644419,8.60E-25,1151.893812,
ENSG00000159228,4.18734733,2.81E-27,534.5408431,
ENSG00000214654,4.186194198,4.99E-16,97.62492735,
ENSG00000224597,4.185676769,4.16E-18,178.6516945,
ENSG00000100714,4.184624257,1.16E-28,1994.835782,
ENSG00000227471,4.184533744,0.014685475,1.172136831,
ENSG00000101335,4.182771247,5.17E-15,67.62018189,
ENSG00000163689,4.180479306,5.77E-12,24.07963562,
ENSG00000258903,4.180224198,0.006727886,1.993256742,
ENSG00000132832,4.179395041,8.30E-05,12.59003739,
ENSG00000198937,4.179295721,9.19E-14,960.6776805,
ENSG00000184785,4.178908126,0.005153109,2.249732663,
ENSG00000249193,4.177135249,0.009872761,1.540206915,
ENSG00000134874,4.176551257,0.003810118,2.703415954,
ENSG00000255441,4.176240081,0.00380342,2.749903772,
ENSG00000150756,4.176077127,9.77E-36,196.8889495,
ENSG00000204816,4.175686016,6.43E-08,30.56728863,
ENSG00000138413,4.17383181,1.17E-34,1162.707849,
ENSG00000256316,4.172863677,0.000395139,4.827412693,
ENSG00000183850,4.170459426,2.25E-07,13.69716904,
ENSG00000149929,4.168091539,2.62E-28,540.090566,
ENSG00000132801,4.167741624,4.07E-24,165.8196535,
ENSG00000272463,4.166827922,2.03E-06,34.54040951,
ENSG00000140057,4.165533283,4.22E-06,10.79109717,
ENSG00000081026,4.16391535,3.01E-13,219.5680762,
ENSG00000182985,4.160652911,5.81E-13,1003.444027,
ENSG00000269526,4.154580161,0.000262354,5.546165736,
ENSG00000138061,4.154070841,2.00E-13,28.71838935,
ENSG00000272572,4.153120531,0.004211402,3.403567054,
ENSG00000164342,4.152800747,3.77E-05,12.77316633,
ENSG00000236044,4.152039458,1.98E-09,26.17494243,
ENSG00000120332,4.150595179,0.000179558,7.392374712,
ENSG00000162704,4.150563588,4.83E-28,6841.741114,
ENSG00000112276,4.147045468,2.74E-05,13.82720373,
ENSG00000197332,4.145505187,0.009090458,1.816030262,
ENSG00000116574,4.145261352,7.40E-13,69.01417085,
ENSG00000138162,4.14349662,0.0100177,2.006892277,
ENSG00000182010,4.143100177,1.84E-07,24.99732495,
ENSG00000171155,4.141099498,4.99E-22,1270.322206,
ENSG00000110841,4.139442484,4.58E-12,100.1480876,
ENSG00000149573,4.139235865,0.009029108,2.203184826,
ENSG00000267943,4.13836996,0.000522961,5.911802635,
ENSG00000184524,4.13513704,3.08E-08,33.94281008,
ENSG00000132423,4.133668829,4.52E-35,168.55429,
ENSG00000099399,4.13266372,0.002542599,3.326798614,
ENSG00000181634,4.132317555,0.002068892,5.012616372,
ENSG00000187079,4.132297726,0.002688134,2.925757039,
ENSG00000226549,4.130313122,0.008465873,2.915237003,
ENSG00000144959,4.126902138,1.66E-21,262.2049265,
ENSG00000132357,4.125662418,1.07E-13,79.24890932,
ENSG00000166813,4.124917698,6.74E-05,10.74905833,
ENSG00000014914,4.123014301,0.000352488,6.596059059,
ENSG00000171631,4.12233926,0.000202389,97.82718484,
ENSG00000232004,4.120486425,7.93E-05,8.341108108,
ENSG00000105810,4.118237823,5.76E-10,3194.103198,
ENSG00000173894,4.112744665,8.94E-07,36.8528141,
ENSG00000135842,4.109170871,3.15E-09,2697.278991,
ENSG00000231475,4.108103442,1.00E-06,87954.57333,
ENSG00000130021,4.107934514,3.38E-12,792.6196752,
ENSG00000163823,4.101972981,2.51E-08,157.9333456,
ENSG00000257951,4.101279039,1.12E-05,15.96680204,
ENSG00000263412,4.100858523,0.00046222,7.853975397,
ENSG00000146386,4.098315139,1.70E-15,1676.625919,
ENSG00000128973,4.092375702,4.69E-36,1130.566144,
ENSG00000109501,4.090302655,7.86E-17,1098.831311,
ENSG00000143314,4.087988447,1.04E-42,811.1590486,
ENSG00000143493,4.083564422,1.07E-40,1024.930227,
ENSG00000135476,4.080156897,3.75E-22,1121.360448,
ENSG00000149196,4.078879249,2.61E-18,1063.941873,
ENSG00000184451,4.077521629,1.20E-12,176.0525532,
ENSG00000272525,4.069374765,0.000608262,5.02466793,
ENSG00000204588,4.06857011,0.010971211,2.967696691,
ENSG00000078900,4.068344841,9.80E-24,847.4590954,
ENSG00000272711,4.068114916,2.77E-07,14.08202978,
ENSG00000183688,4.06783339,1.44E-12,827.0884743,
ENSG00000160401,4.0673165,1.09E-05,13.98603072,
ENSG00000005189,4.063100305,7.43E-09,97.25614045,
ENSG00000240122,4.059593224,0.018336258,1.011489104,
ENSG00000161692,4.059288252,8.30E-28,437.7000978,
ENSG00000100889,4.058816218,1.24E-22,1942.104454,
ENSG00000267745,4.057166487,0.00032695,9.497785808,
ENSG00000234176,4.056767383,0.000456154,6.471993213,
ENSG00000259405,4.056258166,0.004279207,3.9867212,
ENSG00000184009,4.056239196,5.82E-26,58230.58709,
ENSG00000144354,4.055179489,1.08E-09,450.8473721,
ENSG00000229083,4.054963496,0.000111682,10.50622534,
ENSG00000141576,4.054956663,3.60E-11,93.47537654,
ENSG00000164611,4.052497761,1.50E-27,1326.38624,
ENSG00000176171,4.052488715,8.58E-35,759.0492159,
ENSG00000197713,4.050994746,4.37E-36,749.4789942,
ENSG00000118200,4.050721118,2.59E-11,223.4053737,
ENSG00000235587,4.050371208,1.82E-06,14.26767931,
ENSG00000135931,4.048553805,2.62E-11,50.44081704,
ENSG00000104812,4.04688696,2.40E-41,1807.403263,
ENSG00000166130,4.045953227,6.85E-38,837.9312688,
ENSG00000176076,4.045651792,0.011829851,1.809930129,
ENSG00000146700,4.044270546,0.003584781,3.929919666,
ENSG00000179152,4.042426509,2.66E-35,482.9829349,
