ID,log2FC,FDR
ENSG00000091656.15,-1.423110306,3.93E-27
ENSG00000140836.14,-0.20618173,0.035406907
ENSG00000136367.13,0.379259391,0.000188376
ENSG00000133858.15,-0.220530576,0.001901511
ENSG00000066827.15,0.142789547,0.023591304
ENSG00000086666.18,0.127459621,0.037092218
ENSG00000107372.12,-0.748317122,9.98E-53
ENSG00000172671.19,-0.205874376,0.041003402
ENSG00000156639.11,0.269155167,4.63E-10
ENSG00000178381.11,0.210973994,0.003767011
ENSG00000104231.10,-0.245597041,0.000215211
ENSG00000160445.10,-0.227133155,5.68E-06
ENSG00000169554.16,-1.494102466,7.64E-60
ENSG00000148516.21,-1.070368984,6.70E-26
ENSG00000188706.12,0.585764703,3.01E-21
ENSG00000099904.15,-0.400753907,6.80E-07
ENSG00000153786.12,-0.15637938,0.001017398
ENSG00000023041.11,0.240025763,1.64E-07
ENSG00000156599.10,0.286881426,5.55E-10
ENSG00000163812.13,-0.318933729,4.12E-13
ENSG00000174165.7,0.561982818,1.72E-16
ENSG00000184307.13,0.618466276,1.39E-10
ENSG00000177108.5,1.018837519,2.97E-06
ENSG00000180776.15,0.229367133,0.002929579
ENSG00000104219.12,-1.482258897,1.33E-42
ENSG00000163958.13,-0.778177378,4.27E-06
ENSG00000204160.11,0.10314688,0.11120855
ENSG00000186908.14,-0.7727813,1.26E-35
ENSG00000171307.18,0.755009569,2.07E-38
ENSG00000102383.13,-1.715903694,3.10E-42
ENSG00000175048.16,-0.596170789,4.44E-15
ENSG00000177054.13,0.732480511,4.36E-18
ENSG00000160446.18,1.116269898,1.92E-41
ENSG00000206077.10,-1.116418661,6.33E-11
ENSG00000159714.10,-0.402422569,1.03E-06
ENSG00000204186.7,-1.838227961,3.28E-42
ENSG00000206559.7,-0.724104474,1.87E-20
ENSG00000078487.17,-0.543115205,2.04E-13
ENSG00000139168.7,0.182421734,8.69E-05
ENSG00000131732.11,-0.121405465,0.006625381
ENSG00000147905.17,0.15125352,0.007191458
ENSG00000083223.17,-0.27359804,2.02E-05
ENSG00000179300.3,-1.327718701,1.38E-20
ENSG00000168228.14,-0.320599438,1.32E-08
ENSG00000165424.6,-1.618225172,2.68E-67
ENSG00000141664.9,-0.160811806,0.032231448
ENSG00000166707.10,-0.360253135,0.005701038
ENSG00000121766.14,0.253716655,2.98E-07
ENSG00000140948.11,-0.283809386,8.62E-07
ENSG00000174460.3,-1.432593449,2.31E-26
ENSG00000134744.13,-1.004128724,3.30E-23
ENSG00000155329.11,0.189428856,0.002098897
ENSG00000126970.15,-1.013873406,9.34E-18
ENSG00000091732.15,0.077612326,0.140296132
ENSG00000105939.12,-0.078538228,0.249346506
ENSG00000100403.11,-0.371517474,3.07E-10
ENSG00000122299.11,-0.273441415,3.77E-08
ENSG00000188177.13,-0.817660621,5.74E-29
ENSG00000130749.9,0.247164298,3.12E-10
ENSG00000014164.6,0.977468755,5.49E-39
ENSG00000158545.15,0.130949797,0.051545476
ENSG00000065548.17,0.264383608,2.87E-09
ENSG00000100722.18,-0.257030223,1.12E-06
ENSG00000123200.16,-0.472679237,3.82E-13
ENSG00000178199.13,0.70698778,5.65E-07
ENSG00000149289.10,-1.775485727,2.14E-66
ENSG00000102053.12,-1.732099967,6.33E-72
ENSG00000163874.8,-0.176417903,0.140214508
ENSG00000058673.15,0.086612388,0.234545653
ENSG00000118491.9,-0.506395234,0.002989773
ENSG00000104427.11,-0.853089804,1.25E-13
ENSG00000213588.5,0.573954597,7.58E-24
ENSG00000176261.15,0.361062118,2.59E-14
ENSG00000273274.1,-1.566499216,1.00E-11
ENSG00000160062.14,-0.079773566,0.304543158
ENSG00000184828.9,-0.565590253,0.001411197
ENSG00000160685.13,0.628883001,8.80E-16
ENSG00000178951.8,0.127289168,0.03031011
ENSG00000186130.4,0.168922511,0.025595471
ENSG00000168826.15,-0.417494261,1.13E-14
ENSG00000204859.11,0.182254667,0.013806191
ENSG00000114853.13,-0.834867869,5.22E-33
ENSG00000130584.10,-0.202860628,0.006246821
ENSG00000119574.12,0.510884633,3.04E-14
ENSG00000196323.11,-0.670617908,3.64E-25
ENSG00000169155.9,-0.160880016,0.0140533
ENSG00000179627.9,0.906570663,4.06E-16
ENSG00000177888.7,0.691492792,2.91E-12
ENSG00000184677.16,-0.303685833,3.39E-06
ENSG00000174282.11,-0.928804308,2.00E-56
ENSG00000166860.2,-0.281768621,7.72E-05
ENSG00000177311.10,-0.785538648,3.43E-28
ENSG00000177125.5,-0.403351838,1.16E-12
ENSG00000177485.6,-0.161200651,0.030805614
ENSG00000011590.13,1.04396573,2.24E-12
ENSG00000185670.7,0.138744834,0.034798961
ENSG00000171448.8,-0.142974196,0.063134724
ENSG00000112365.4,0.200175268,0.003596765
ENSG00000173276.13,-0.636945182,8.54E-20
ENSG00000181722.15,-1.46434355,1.21E-33
ENSG00000181472.4,0.203414493,0.002150725
ENSG00000116809.11,0.345214237,3.05E-07
ENSG00000198081.10,-0.261387926,6.58E-09
ENSG00000204366.3,1.08172525,8.84E-30
ENSG00000205189.11,-0.307497089,0.00865614
ENSG00000126804.13,-0.407626431,2.42E-13
ENSG00000124256.14,1.037834306,3.02E-07
ENSG00000232040.2,-1.992149084,3.56E-18
ENSG00000188707.5,0.337453791,0.000348719
ENSG00000257315.1,-0.783227121,0.000130508
ENSG00000236287.7,-0.219338573,2.17E-05
ENSG00000100426.6,0.552038888,4.64E-15
ENSG00000132846.5,-0.908609247,4.87E-36
ENSG00000177494.5,1.79416286,2.97E-13
ENSG00000214717.9,0.102763231,0.107795643
ENSG00000169064.12,1.090626305,2.63E-06
ENSG00000189167.11,0.607075288,2.56E-13
ENSG00000182223.7,0.229237854,0.003588636
ENSG00000146839.18,1.364120723,1.53E-09
ENSG00000180011.6,-0.365130444,5.85E-08
ENSG00000186919.12,6.312107005,1.55E-33
ENSG00000230797.2,0.501783501,1.61E-09
ENSG00000163374.19,0.464426068,6.20E-19
ENSG00000100811.10,-0.123969918,0.001345713
ENSG00000164924.17,0.700829323,6.09E-18
ENSG00000134308.13,0.139990191,0.03265091
ENSG00000128245.14,0.557573147,4.91E-25
ENSG00000170027.6,-0.234023882,2.18E-05
ENSG00000166913.12,0.364047717,4.79E-13
ENSG00000198492.14,0.134889811,0.001491962
ENSG00000149658.17,0.558555725,3.00E-27
ENSG00000083896.12,-0.139020149,0.000941952
ENSG00000196449.3,0.274991576,4.02E-06
ENSG00000119801.12,-0.339902146,5.75E-18
ENSG00000166793.10,-1.826760251,4.49E-70
ENSG00000090238.11,-0.134201641,0.209996073
ENSG00000175155.8,-0.46810838,1.92E-07
ENSG00000100027.14,-0.30610192,0.001846091
ENSG00000136758.18,0.259862568,2.19E-06
ENSG00000119596.17,-0.440842004,3.11E-16
ENSG00000106636.7,0.670833898,2.22E-40
ENSG00000250067.11,0.320557896,0.041377313
ENSG00000177752.14,-0.54632609,0.000453582
ENSG00000181704.11,0.108479791,0.121234511
ENSG00000119820.10,-0.253616276,1.44E-09
ENSG00000137207.11,0.484874558,1.94E-21
ENSG00000130733.10,0.855114348,2.48E-35
ENSG00000058799.13,0.509400667,9.20E-16
ENSG00000167645.16,1.065418488,1.09E-44
ENSG00000174851.14,0.907887192,3.56E-38
ENSG00000176105.13,-0.19870415,0.02903574
ENSG00000127337.6,0.555937275,1.01E-13
ENSG00000161179.13,1.421724197,7.35E-47
ENSG00000060138.12,-1.26310015,4.35E-36
ENSG00000065978.17,-0.189050863,0.019495307
ENSG00000139131.12,0.399062322,1.44E-15
ENSG00000134684.10,0.630171574,2.75E-26
ENSG00000137693.13,-1.245439627,2.57E-60
ENSG00000241127.7,0.164039162,0.0011436
ENSG00000015532.9,0.493747537,1.84E-09
ENSG00000103489.11,-0.796935216,2.37E-12
ENSG00000093217.9,0.50103322,1.49E-08
ENSG00000173950.15,0.530467604,2.71E-17
ENSG00000250641.1,-0.266945573,0.13675877
ENSG00000250264.1,0.628936597,0.071259882
ENSG00000277971.1,0.142015743,0.051424001
ENSG00000166435.15,0.396646251,3.84E-06
ENSG00000088930.7,0.129986652,0.061736647
ENSG00000114127.10,-0.352711783,8.58E-07
ENSG00000166896.7,-0.275942435,6.29E-06
ENSG00000196419.12,0.13927159,0.005399341
ENSG00000079246.15,0.253064621,1.10E-08
ENSG00000152422.15,0.325387446,3.00E-10
ENSG00000126215.13,0.621610611,5.01E-15
ENSG00000196584.2,1.727191584,7.61E-41
ENSG00000073050.11,0.457941593,1.85E-15
ENSG00000143324.13,0.272173256,0.00118322
ENSG00000184575.11,0.439199834,4.50E-10
ENSG00000130227.16,-0.226187193,0.000159974
ENSG00000169180.11,0.609549699,1.84E-35
ENSG00000124571.17,0.676601971,3.14E-21
ENSG00000132953.16,-0.261567149,0.000122659
ENSG00000082898.16,0.285685499,7.26E-08
ENSG00000196236.12,0.207742112,0.000392544
ENSG00000122121.10,-3.092143844,3.24E-81
ENSG00000154767.14,-0.413187841,2.95E-12
ENSG00000136936.10,-0.441819051,3.90E-18
ENSG00000182489.8,1.06575691,6.34E-15
ENSG00000158156.7,0.168658925,0.002130124
ENSG00000260903.2,0.947835445,0.000287417
ENSG00000171044.10,-1.345563997,1.92E-18
ENSG00000275591.4,-0.311238532,0.09294347
ENSG00000206579.8,-2.5966898,1.94E-40
ENSG00000047597.5,-0.409287173,0.073704669
ENSG00000163092.19,-0.441456613,0.055380599
ENSG00000168334.8,2.262446078,1.81E-18
ENSG00000124343.12,-1.338407037,5.03E-23
ENSG00000158125.9,-1.590680931,3.20E-15
ENSG00000173578.7,-0.415464193,0.064933711
ENSG00000143185.3,-0.299572464,0.195129754
ENSG00000143184.4,-0.75703479,6.96E-06
ENSG00000100219.16,0.954441712,4.35E-08
ENSG00000171405.12,-0.532862231,0.0044852
ENSG00000171402.14,-1.530397306,1.18E-12
ENSG00000155622.6,-0.391407816,0.224804656
ENSG00000204382.11,-0.68575283,0.053167218
ENSG00000076924.11,0.285635661,5.50E-05
ENSG00000018408.14,-0.847096302,3.85E-23
ENSG00000198373.12,-0.234495234,0.000326748
ENSG00000123124.13,0.360757935,0.005134891
ENSG00000186153.16,-0.294994192,0.006719536
ENSG00000047644.17,0.09542306,0.318118058
ENSG00000151718.15,-0.873407713,4.42E-15
ENSG00000113645.13,0.388650135,0.000186196
ENSG00000142279.12,-1.154053933,1.04E-30
ENSG00000146457.14,-0.232992411,4.45E-07
ENSG00000184937.12,3.528168779,3.91E-25
ENSG00000075035.9,-3.185031642,8.11E-83
ENSG00000179314.13,-2.119025171,4.73E-72
ENSG00000176871.8,0.347960509,1.28E-10
ENSG00000109046.14,-0.685165328,4.19E-27
ENSG00000124535.15,0.572189083,5.15E-26
ENSG00000165392.9,-0.565358328,1.36E-13
ENSG00000182093.14,0.22214619,0.000546419
ENSG00000116213.15,0.473410441,2.10E-17
ENSG00000141499.16,0.392689592,8.22E-11
ENSG00000158955.10,-1.546695252,5.16E-23
ENSG00000143816.7,0.398921084,0.006568152
ENSG00000075290.7,-0.445209778,0.009264235
ENSG00000061492.11,-0.721347493,2.52E-06
ENSG00000188064.9,2.119295765,4.11E-21
ENSG00000115596.3,-1.660101674,3.11E-13
ENSG00000111186.12,-0.927185065,1.49E-12
ENSG00000108379.9,0.260184426,0.10592473
ENSG00000134245.17,-0.907081326,5.24E-26
ENSG00000105989.8,0.856360548,2.30E-06
ENSG00000085741.12,-2.367654019,4.59E-44
ENSG00000169884.13,-1.416158952,9.04E-20
ENSG00000125084.11,-0.348349858,0.037128079
ENSG00000196632.10,-0.81634276,3.26E-07
ENSG00000165238.16,-0.489327721,0.001640969
ENSG00000116729.13,-1.82832305,7.65E-54
ENSG00000011451.17,0.406859871,6.34E-12
ENSG00000112761.18,-2.091140977,3.81E-27
ENSG00000064205.10,-1.749879998,2.73E-25
ENSG00000104415.13,3.361487421,3.09E-63
ENSG00000070540.12,0.217094439,0.01258949
ENSG00000122574.10,-1.208759029,6.71E-23
ENSG00000171475.13,0.123369087,0.226944148
ENSG00000115935.16,-0.248796096,0.015988782
ENSG00000156076.9,-5.364238169,2.11E-87
ENSG00000170473.16,0.676252933,1.30E-30
ENSG00000260220.5,2.206021549,4.53E-44
ENSG00000109685.17,0.806052967,8.13E-27
ENSG00000156232.7,-0.453491182,3.76E-20
ENSG00000109501.13,0.236582185,0.025737218
ENSG00000173714.7,-2.195902625,2.10E-35
ENSG00000127578.6,1.113639703,1.10E-11
ENSG00000158901.11,-0.819007313,1.75E-09
ENSG00000243543.8,0.537757702,0.084909038
ENSG00000175121.11,-0.780928977,0.001059552
ENSG00000124116.18,0.696953363,3.87E-06
ENSG00000168634.4,0.439344313,0.001104363
ENSG00000168703.5,-0.82324663,0.00035322
ENSG00000180083.10,0.141106784,0.097920632
ENSG00000182931.9,0.319498137,0.087183233
ENSG00000180305.4,0.423106599,1.22E-05
ENSG00000103175.10,0.401493721,0.006795703
ENSG00000214102.7,-0.593998477,3.62E-05
ENSG00000166483.10,-0.416490184,7.08E-07
ENSG00000156795.6,0.770173967,9.17E-28
ENSG00000142784.15,-0.465920067,4.96E-19
ENSG00000196151.10,-0.136478573,0.031627331
ENSG00000243667.6,0.095440291,0.032515496
ENSG00000105875.13,-0.365007302,3.25E-10
ENSG00000161996.17,1.126941622,1.95E-25
ENSG00000140006.11,0.113796881,0.04508494
ENSG00000187260.15,-2.391475891,1.97E-79
ENSG00000105583.9,0.302377172,2.93E-08
ENSG00000123154.11,0.614911934,5.17E-14
ENSG00000164091.11,-0.31106657,7.09E-12
ENSG00000167716.18,-0.264536964,0.000112063
ENSG00000116455.13,0.404501227,6.85E-14
ENSG00000092470.11,1.15439584,4.07E-35
ENSG00000115368.9,0.259048427,7.75E-07
ENSG00000133316.15,0.438002515,1.31E-09
ENSG00000177082.12,0.302473533,3.18E-07
ENSG00000091157.13,-0.289339777,7.63E-06
ENSG00000158023.9,0.277756155,0.104413171
ENSG00000162843.17,-0.434769034,0.014714508
ENSG00000162643.12,-0.413492063,0.011294444
ENSG00000075702.16,2.811252521,2.85E-83
ENSG00000140395.8,0.079276738,0.200987952
ENSG00000126870.15,-0.200512721,0.002823254
ENSG00000178252.17,0.13160935,0.100235377
ENSG00000196981.3,0.081459189,0.292299062
ENSG00000103091.14,-0.436940007,2.04E-17
ENSG00000120314.18,0.474409652,5.68E-22
ENSG00000005448.16,0.960638891,9.12E-21
ENSG00000185798.7,0.335896678,9.63E-11
ENSG00000196363.9,0.470516195,1.57E-19
ENSG00000174776.10,-1.278674201,3.44E-11
ENSG00000114742.13,-0.358608353,9.87E-13
ENSG00000085433.15,-0.261968648,0.000137241
ENSG00000227057.7,0.588528952,1.13E-22
ENSG00000141580.15,0.251101522,9.05E-05
ENSG00000131725.13,-0.296718927,2.94E-05
ENSG00000160193.11,0.695167789,2.65E-20
ENSG00000136918.7,0.953922976,1.90E-05
ENSG00000047056.14,-0.312143879,3.90E-08
ENSG00000134987.11,-0.349805135,9.32E-11
ENSG00000118965.14,-0.324709436,4.35E-05
ENSG00000119333.11,1.551179131,3.06E-60
ENSG00000148225.15,-0.165827514,0.136840212
ENSG00000184465.15,-0.690201704,7.41E-16
ENSG00000162923.14,0.276305473,2.08E-06
ENSG00000176473.13,0.196511271,0.002926385
ENSG00000127580.15,0.868571644,9.38E-30
ENSG00000140153.17,-0.167959811,0.000575673
ENSG00000157796.17,-0.727972408,3.20E-21
ENSG00000065268.10,0.797024631,8.75E-21
ENSG00000150627.15,-1.738661407,2.82E-16
ENSG00000101940.17,-0.200146378,0.002342718
ENSG00000138442.9,0.272485534,5.79E-07
ENSG00000120008.15,-0.384851635,5.10E-10
ENSG00000071127.16,0.34117806,3.20E-14
ENSG00000143951.15,-0.865179181,3.47E-52
ENSG00000198554.11,1.107353012,4.77E-33
ENSG00000128815.17,0.275180563,0.083360228
ENSG00000163625.15,-0.531532934,3.61E-12
ENSG00000139668.8,-0.806772704,9.10E-49
ENSG00000175877.3,2.966515865,1.39E-75
ENSG00000165171.10,0.777870109,2.17E-06
ENSG00000071462.11,0.737348088,3.28E-36
ENSG00000185274.11,-1.799717987,8.81E-32
ENSG00000274523.4,0.233040984,3.11E-06
ENSG00000185222.7,-0.302404571,0.000899082
ENSG00000120688.8,-0.746976705,1.23E-58
ENSG00000183066.14,-0.565211779,1.26E-05
ENSG00000132471.11,-0.087668408,0.275111577
ENSG00000166272.16,-0.202499959,0.001208621
ENSG00000084463.7,0.319988489,1.35E-06
ENSG00000239779.6,0.532143763,2.65E-14
ENSG00000106299.7,0.08618764,0.225633382
ENSG00000181404.15,0.126927344,0.169581576
ENSG00000158195.10,-0.815664737,6.95E-48
ENSG00000112290.12,-0.659103758,3.75E-08
ENSG00000015285.10,0.458774452,7.86E-05
ENSG00000116874.11,-0.148035139,0.02526111
ENSG00000140105.17,0.139451619,0.183824464
ENSG00000095787.21,-0.151149166,0.002296283
ENSG00000146530.11,-1.628590972,1.76E-11
ENSG00000167992.12,-2.117647963,4.24E-80
ENSG00000174453.9,0.410149554,0.02578411
ENSG00000188730.4,-1.941346646,2.29E-28
ENSG00000138614.14,0.375462303,5.80E-16
ENSG00000102763.15,-0.516415371,5.98E-11
ENSG00000145198.14,0.85029963,0.00012765
ENSG00000158816.15,-0.996407868,3.08E-07
ENSG00000110002.15,-1.15322143,1.71E-28
ENSG00000168658.18,-0.289308194,0.218478589
ENSG00000175267.14,0.307247735,0.301614333
ENSG00000179403.11,0.965402674,1.51E-20
ENSG00000100568.10,-0.57587265,1.20E-45
ENSG00000151532.13,-0.069652534,0.191052685
ENSG00000134258.16,-0.51901603,0.121683347
ENSG00000009844.15,0.185080416,0.002303955
ENSG00000119614.2,-0.611153818,0.002788473
ENSG00000100987.14,-0.423800566,0.082304155
ENSG00000214376.5,-1.222669693,5.73E-13
ENSG00000165633.12,-1.430716419,1.06E-40
ENSG00000132821.11,1.378367828,3.93E-07
ENSG00000170419.10,1.778615663,0.00081259
ENSG00000189068.9,0.68447114,3.95E-05
ENSG00000163032.11,-1.272480201,2.79E-13
ENSG00000243284.1,0.989061676,4.06E-09
ENSG00000155659.14,-1.006291195,2.97E-17
ENSG00000019102.11,-2.544822157,1.97E-27
ENSG00000186806.5,-0.584705482,4.75E-06
ENSG00000176834.13,-0.303474107,0.000364081
ENSG00000101842.13,0.955035759,2.18E-08
ENSG00000133980.4,0.253337406,0.14951164
ENSG00000105053.10,0.314574578,4.16E-10
ENSG00000028116.16,0.342525371,8.92E-05
ENSG00000100749.7,0.425471854,5.47E-11
ENSG00000075399.12,0.198091047,0.020448461
ENSG00000156931.15,0.079069186,0.219476483
ENSG00000163159.11,0.832271597,1.05E-38
ENSG00000143952.19,-0.185286369,0.002363993
ENSG00000141252.19,-0.219534597,8.38E-06
ENSG00000223501.8,0.320678571,4.37E-10
ENSG00000149823.7,-0.437229969,5.26E-10
ENSG00000119541.9,-0.194803555,0.001927335
ENSG00000132612.15,-0.238204449,3.15E-07
ENSG00000136631.12,0.422814251,2.21E-15
ENSG00000006715.15,-0.095788913,0.147586577
ENSG00000166887.15,-0.334025682,4.82E-12
ENSG00000176428.5,0.786092709,4.46E-10
ENSG00000167987.10,0.814938087,2.88E-33
ENSG00000139722.6,-0.16843812,0.021687147
ENSG00000155975.9,-0.100596172,0.224401844
ENSG00000136100.12,-0.736006582,2.09E-38
ENSG00000184056.14,0.199896428,1.41E-05
ENSG00000139719.9,0.21688068,2.36E-06
ENSG00000111237.18,0.066532955,0.191132642
ENSG00000160948.13,0.781341203,5.00E-21
ENSG00000122958.14,-0.138165491,0.004997883
ENSG00000131475.6,0.541045854,2.04E-17
ENSG00000104142.10,0.210891901,9.75E-05
ENSG00000215305.9,0.50709987,1.19E-18
ENSG00000048707.13,-0.714624429,2.78E-28
ENSG00000129003.15,-0.841475998,1.63E-20
ENSG00000197969.11,-0.6678597,2.87E-17
ENSG00000160695.14,-0.379444169,3.98E-17
ENSG00000128218.7,0.600078472,0.008940176
ENSG00000145041.15,-0.123208562,0.065477653
ENSG00000154978.12,0.856744623,3.21E-32
ENSG00000112299.7,-0.686692935,2.10E-07
ENSG00000196131.6,-0.159047995,0.034295274
ENSG00000062716.10,0.629276126,3.11E-12
ENSG00000182853.11,0.908007213,2.15E-09
ENSG00000187650.3,0.35047154,6.13E-08
ENSG00000160131.13,0.142511859,0.005873025
ENSG00000147852.15,-1.796171751,1.10E-61
ENSG00000196715.5,-0.805162076,1.23E-49
ENSG00000167397.14,0.631299944,7.60E-27
ENSG00000106018.13,-1.702143859,1.20E-11
ENSG00000114812.12,-1.225253238,2.86E-27
ENSG00000151445.15,-0.061776607,0.236404068
ENSG00000146469.12,-2.34608736,1.61E-62
ENSG00000131871.14,0.554459849,7.83E-23
ENSG00000026025.13,-1.389768149,8.15E-68
ENSG00000136059.14,-0.509329199,2.25E-06
ENSG00000127831.10,2.358243422,1.69E-12
ENSG00000134086.7,0.133077464,0.119501085
ENSG00000144560.13,0.085695043,0.25285704
ENSG00000206538.7,-1.991748355,8.80E-60
ENSG00000170162.13,-0.974410527,5.10E-07
ENSG00000102243.12,-2.719376792,9.19E-18
ENSG00000128564.6,3.180266244,5.89E-36
ENSG00000028203.17,0.195873168,0.003671646
ENSG00000136451.8,-0.170180266,0.044085645
ENSG00000197415.11,-0.237924141,0.27484773
ENSG00000151650.7,-0.924261723,1.88E-14
ENSG00000150630.3,-0.847996231,9.63E-27
ENSG00000173511.9,-0.673628508,7.69E-24
ENSG00000112715.20,0.511714252,2.52E-07
ENSG00000111424.10,0.689473843,1.58E-13
ENSG00000078668.13,0.454239744,4.04E-09
ENSG00000213585.10,0.593824588,2.74E-28
ENSG00000169059.12,0.640507142,0.000306568
ENSG00000182583.12,0.321933243,0.20317253
ENSG00000175073.7,0.305628395,0.000113433
ENSG00000165280.15,0.408331295,3.80E-19
ENSG00000035403.16,-0.768144258,9.39E-31
ENSG00000038427.15,1.423467272,1.71E-16
ENSG00000162692.10,-0.324056059,0.021966259
ENSG00000155959.10,0.407142531,1.59E-14
ENSG00000116035.2,0.365416787,0.081372362
ENSG00000148704.12,0.494577028,0.005162528
ENSG00000134215.15,1.250173015,2.41E-11
ENSG00000160293.16,1.094952709,3.34E-48
ENSG00000141968.7,0.299156824,0.018310228
ENSG00000171724.2,-1.52328862,1.51E-23
ENSG00000108828.15,-0.332683948,1.09E-07
ENSG00000125753.13,0.550504623,3.34E-21
ENSG00000168140.4,-0.183847923,0.16280737
ENSG00000137411.16,0.764513675,1.75E-35
ENSG00000204394.12,0.683799354,2.38E-25
ENSG00000124164.15,-0.096625756,0.204110034
ENSG00000173218.14,0.879486398,5.00E-28
ENSG00000118640.10,1.115139956,2.29E-50
ENSG00000168899.4,-0.530471947,1.37E-09
ENSG00000117533.14,-0.280399946,3.83E-06
ENSG00000049245.12,-0.735112974,2.77E-67
ENSG00000220205.8,-0.973474819,5.51E-48
ENSG00000115652.14,0.281560523,3.46E-08
ENSG00000198382.8,-0.520721543,3.54E-15
ENSG00000181408.3,-0.728585203,0.00010734
ENSG00000188958.9,-2.145802361,1.11E-60
ENSG00000049247.13,1.440098986,3.35E-12
ENSG00000152818.18,-1.627257775,7.82E-80
ENSG00000108651.9,0.186575311,0.000310921
ENSG00000147679.11,0.276124543,0.000849988
ENSG00000120800.4,-0.104533569,0.282933695
ENSG00000011260.13,0.610171162,1.67E-16
ENSG00000164338.9,0.069929235,0.306067199
ENSG00000253797.2,-0.257203496,0.001113695
ENSG00000156697.12,0.332801217,1.28E-12
ENSG00000183520.11,0.235446951,1.38E-06
ENSG00000171794.3,0.19287629,0.106706337
ENSG00000111962.7,-1.634019494,1.22E-46
ENSG00000132952.11,-0.373365855,4.38E-11
ENSG00000138592.13,-0.232802934,0.000282855
ENSG00000187555.14,0.352205024,1.30E-11
ENSG00000148429.14,-0.184397796,0.031396057
ENSG00000129204.16,-1.151424144,5.60E-28
ENSG00000166348.17,-0.164539442,0.080387362
ENSG00000145390.11,-1.391704435,1.27E-60
ENSG00000247746.4,-0.556776553,3.13E-13
ENSG00000170236.14,0.631239308,0.000296096
ENSG00000111667.13,0.725309712,6.78E-33
ENSG00000164663.13,-0.179028328,0.034119946
ENSG00000090686.15,-0.173213451,0.000289148
ENSG00000170242.17,-0.326198386,5.41E-10
ENSG00000109189.12,0.145015532,0.057840289
ENSG00000154914.16,1.021325872,4.33E-16
ENSG00000106346.11,0.086815668,0.182626883
ENSG00000161133.16,1.608988585,2.30E-17
ENSG00000085982.13,-0.147831116,0.011123981
ENSG00000114316.12,-0.28715547,9.87E-11
ENSG00000168883.19,0.46434454,6.02E-25
ENSG00000170185.9,0.189383351,0.008508703
ENSG00000135913.10,0.197136783,0.088721401
ENSG00000055483.19,0.128598469,0.044921269
ENSG00000118369.12,0.621137975,3.36E-08
ENSG00000115464.14,-0.393856094,2.71E-10
ENSG00000077254.14,-0.443041627,3.14E-14
ENSG00000170832.12,0.278456184,0.013057667
ENSG00000103404.14,-0.646476056,7.44E-22
